127.0.0.1 - - [10/May/2017:11:16:42 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1404
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:08 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:18 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:57:18 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:18 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:18 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:18 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1405
127.0.0.1 - - [10/May/2017:12:57:19 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1406
127.0.0.1 - - [10/May/2017:12:57:30 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1401
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:57:57 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:58:37 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:58:37 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:58:37 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1399
127.0.0.1 - - [10/May/2017:12:58:37 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:58:38 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1406
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:12:58:58 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:01:21 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:01:21 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:01:21 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1469
127.0.0.1 - - [10/May/2017:13:01:21 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:01:21 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:01:24 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1470
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:01:42 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:02:57 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:02:57 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:02:57 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:02:57 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1466
127.0.0.1 - - [10/May/2017:13:02:57 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:02:58 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1466
127.0.0.1 - - [10/May/2017:13:03:12 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:28 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:03:28 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:28 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:28 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:28 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1466
127.0.0.1 - - [10/May/2017:13:03:29 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:47 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:03:47 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:47 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1470
127.0.0.1 - - [10/May/2017:13:03:47 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:47 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:48 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1470
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:03:59 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1470
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:13 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:36 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:04:36 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:36 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1500
127.0.0.1 - - [10/May/2017:13:04:36 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:36 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:37 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:50 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:04:50 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:04:50 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1502
127.0.0.1 - - [10/May/2017:13:04:50 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:50 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:04:51 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1525
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:05:09 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:05:42 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:05:42 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:05:42 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1554
127.0.0.1 - - [10/May/2017:13:05:42 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:05:42 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:05:43 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1557
127.0.0.1 - - [10/May/2017:13:06:11 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1539
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:07:26 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:07:48 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:07:48 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:07:48 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1506
127.0.0.1 - - [10/May/2017:13:07:48 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:07:48 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:07:49 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1512
127.0.0.1 - - [10/May/2017:13:08:05 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1536
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:24 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1537
127.0.0.1 - - [10/May/2017:13:08:32 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:09:02 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2555
127.0.0.1 - - [10/May/2017:13:09:02 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:09:02 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1524
127.0.0.1 - - [10/May/2017:13:09:02 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:09:02 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:09:03 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:56:24 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2554
127.0.0.1 - - [10/May/2017:13:56:24 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:24 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:24 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:25 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 2553
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:13:56:33 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:00:01 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:00:01 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3341
127.0.0.1 - - [10/May/2017:14:00:01 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:00:01 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:00:01 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:00:02 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3341
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1755
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:00:57 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:01:39 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:01:39 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3354
127.0.0.1 - - [10/May/2017:14:01:39 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:01:39 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:01:39 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:01:40 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3354
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1736
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:02:11 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3344
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:03:34 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3344
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1755
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:02 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3344
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1706
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:20 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/Big-Apple.jpg HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:04:41 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3351
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1706
127.0.0.1 - - [10/May/2017:14:05:01 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
